date,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,hcLabel
28,-0.155971136,0.029373474,-0.023100173,-0.005807201,-0.036508603,0.002006924,-0.021190915,-0.024820782,-0.069168401,0.126677445,0.119963785,-0.062166551,-0.035929929,-0.06437439,-0.566224965,-0.141833476,0.037886341,-0.075069162,0.075337693,-0.126703499,-0.028535294
29,-0.1841871,-0.028535294,-0.023646409,-0.058703271,-0.005807201,-0.051775074,0.002006924,-0.0946593,-0.028761537,0.060953393,0.197092231,-0.080801052,0.025533265,-0.169345277,-0.5172348,-0.198348161,0.052534142,-0.007509387,-0.012672538,-0.088154132,0.019609439
30,-0.199348847,0.019609439,-0.021201147,0.006282966,-0.058703271,-0.023868617,-0.051775074,-0.060221989,-0.040443293,0.054804919,0.219363199,-0.023091462,-0.05314348,-0.09352518,-0.587609075,-0.05622049,-0.003010564,-0.082927564,0.042029554,-0.114115467,0.028808555
31,-0.152817418,0.028808555,0.04640407,-0.055731134,0.006282966,-0.038003787,-0.023868617,-0.033148343,-0.017753223,0.059553544,0.066866517,-0.048120661,-0.116165891,-0.005610885,-0.138333233,-0.506589933,-0.055164253,-0.06184913,-0.033836411,-0.105507736,-0.052901024
32,-0.023746234,-0.052901024,-0.017753223,0.016408163,-0.055731134,0.022016027,-0.038003787,-0.006509357,-0.07273276,0.054331398,0.003192084,-0.052165279,-0.052330631,-0.011518924,-0.103061028,-0.546742292,-0.11796398,0.037946369,-0.07881568,-0.136867731,-0.036199836
33,-0.092959575,-0.036199836,0,0.045136937,0.016408163,-0.026521404,0.022016027,-0.069796854,-0.024820782,-0.069168401,0.126677445,0.036441586,-0.062166551,-0.035929929,-0.06437439,-0.566224965,-0.141833476,0.037886341,-0.075069162,-0.071165472,0.030676411
34,-0.05717606,0.030676411,-0.078296085,-0.018519942,0.045136937,-0.04256161,-0.026521404,-0.013100081,-0.0946593,-0.028761537,0.060953393,0.108176312,-0.080801052,0.025533265,-0.169345277,-0.5172348,-0.198348161,0.052534142,-0.007509387,-0.048613404,-0.003297881
35,0.061623038,-0.003297881,0.029373474,-0.044002505,-0.018519942,-0.058090796,-0.04256161,-0.035272524,-0.060221989,-0.040443293,0.054804919,0.206090175,-0.023091462,-0.05314348,-0.09352518,-0.587609075,-0.05622049,-0.003010564,-0.082927564,-0.082862311,0
36,0.084890118,0,-0.028535294,-0.026371826,-0.044002505,0.035224068,-0.058090796,-0.062286689,-0.033148343,-0.017753223,0.059553544,0.198692153,-0.048120661,-0.116165891,-0.005610885,-0.138333233,-0.506589933,-0.055164253,-0.06184913,0.002361414,0.036562164
37,0.120792018,0.036562164,0.019609439,0.023637281,-0.026371826,0.046830538,0.035224068,0.026289926,-0.006509357,-0.07273276,0.054331398,0.110072522,-0.052165279,-0.052330631,-0.011518924,-0.103061028,-0.546742292,-0.11796398,0.037946369,0.020745848,-0.006384167
38,0.092530524,-0.006384167,0.028808555,-0.006574082,0.023637281,-0.0615656,0.046830538,0.058038749,-0.069796854,-0.024820782,-0.069168401,0.089491687,0.036441586,-0.062166551,-0.035929929,-0.06437439,-0.566224965,-0.141833476,0.037886341,-0.020039959,-0.058067625
39,0.201829543,-0.058067625,-0.052901024,-0.016626685,-0.006574082,0.046407001,-0.0615656,-0.033061258,-0.013100081,-0.0946593,-0.028761537,-0.021405799,0.108176312,-0.080801052,0.025533265,-0.169345277,-0.5172348,-0.198348161,0.052534142,-0.126601313,0.027370396
40,0.164824059,0.027370396,-0.036199836,0.043909825,-0.016626685,-0.040815125,0.046407001,-0.003308793,-0.035272524,-0.060221989,-0.040443293,-0.095201562,0.206090175,-0.023091462,-0.05314348,-0.09352518,-0.587609075,-0.05622049,-0.003010564,-0.109546407,0.026641215
41,0.206570103,0.026641215,0.030676411,-0.032312651,0.043909825,-0.006140243,-0.040815125,0.023244272,-0.062286689,-0.033148343,-0.017753223,-0.143236816,0.198692153,-0.048120661,-0.116165891,-0.005610885,-0.138333233,-0.506589933,-0.055164253,-0.188055834,0.058447858
42,0.289694694,0.058447858,-0.003297881,-0.035140311,-0.032312651,-0.067002348,-0.006140243,0.044848775,0.026289926,-0.006509357,-0.07273276,-0.096181765,0.110072522,-0.052165279,-0.052330631,-0.011518924,-0.103061028,-0.546742292,-0.11796398,-0.135023947,0.055220347
43,0.32164046,0.055220347,0,-0.025977388,-0.035140311,-0.043240738,-0.067002348,0.109629749,0.058038749,-0.069796854,-0.024820782,-0.049868575,0.089491687,0.036441586,-0.062166551,-0.035929929,-0.06437439,-0.566224965,-0.141833476,-0.133850241,-0.011653156
44,0.317927999,-0.011653156,0.036562164,-0.060517455,-0.025977388,-0.045852511,-0.043240738,0.16430764,-0.033061258,-0.013100081,-0.0946593,-0.009308098,-0.021405799,0.108176312,-0.080801052,0.025533265,-0.169345277,-0.5172348,-0.198348161,-0.08111777,-0.020578543
45,0.219055348,-0.020578543,-0.006384167,0.034141281,-0.060517455,0.021833744,-0.045852511,0.109967632,-0.003308793,-0.035272524,-0.060221989,-0.058814461,-0.095201562,0.206090175,-0.023091462,-0.05314348,-0.09352518,-0.587609075,-0.05622049,-0.026404125,-0.026992672
46,0.326209973,-0.026992672,-0.058067625,-0.021979024,0.034141281,-0.004791652,0.021833744,0.051980598,0.023244272,-0.062286689,-0.033148343,-0.02955102,-0.143236816,0.198692153,-0.048120661,-0.116165891,-0.005610885,-0.138333233,-0.506589933,-0.021108371,-0.080227465
47,0.239483685,-0.080227465,0.027370396,0.018649758,-0.021979024,-0.010200078,-0.004791652,-0.085847399,0.044848775,0.026289926,-0.006509357,-0.022648783,-0.096181765,0.110072522,-0.052165279,-0.052330631,-0.011518924,-0.103061028,-0.546742292,0.016398098,0.0502966
48,0.228667714,0.0502966,0.026641215,-0.158092274,0.018649758,0.013728246,-0.010200078,-0.090112913,0.109629749,0.058038749,-0.069796854,-0.071005917,-0.049868575,0.089491687,0.036441586,-0.062166551,-0.035929929,-0.06437439,-0.566224965,0.060701166,0.04470607
49,0.2109969,0.04470607,0.058447858,0,-0.158092274,-0.040662544,0.013728246,-0.038227755,0.16430764,-0.033061258,-0.013100081,-0.069213905,-0.009308098,-0.021405799,0.108176312,-0.080801052,0.025533265,-0.169345277,-0.5172348,0.057146975,-0.036701439
50,0.232384353,-0.036701439,0.055220347,0.052408394,0,0.06098555,-0.040662544,-0.054060117,0.109967632,-0.003308793,-0.035272524,0.016380016,-0.058814461,-0.095201562,0.206090175,-0.023091462,-0.05314348,-0.09352518,-0.587609075,0.060673918,-0.003161805
51,0.217852143,-0.003161805,-0.011653156,0.008368633,0.052408394,0.038587792,0.06098555,-0.030892185,0.051980598,0.023244272,-0.062286689,0.010178331,-0.02955102,-0.143236816,0.198692153,-0.048120661,-0.116165891,-0.005610885,-0.138333233,0.149536866,0.047815399
52,0.13883274,0.047815399,-0.020578543,0.012295082,0.008368633,-0.013516694,0.038587792,0.104018715,-0.085847399,0.044848775,0.026289926,-0.047826444,-0.022648783,-0.096181765,0.110072522,-0.052165279,-0.052330631,-0.011518924,-0.103061028,0.063835731,-0.042606327
53,0.179221879,-0.042606327,-0.026992672,-0.024392713,0.012295082,0.017110331,-0.013516694,0.006363853,-0.090112913,0.109629749,0.058038749,-0.066424022,-0.071005917,-0.049868575,0.089491687,0.036441586,-0.062166551,-0.035929929,-0.06437439,0.034430584,0.022290728
54,0.198748872,0.022290728,-0.080227465,-0.037452018,-0.024392713,0.039710465,0.017110331,-0.015228813,-0.038227755,0.16430764,-0.033061258,-0.108092194,-0.069213905,-0.009308098,-0.021405799,0.108176312,-0.080801052,0.025533265,-0.169345277,-0.001363373,0.074460682
55,0.208831505,0.074460682,0.0502966,-0.025975426,-0.037452018,-0.01811384,0.039710465,0.098411193,-0.054060117,0.109967632,-0.003308793,-0.116438356,0.016380016,-0.058814461,-0.095201562,0.206090175,-0.023091462,-0.05314348,-0.09352518,0.017492711,0.063615429
56,0.096733404,0.063615429,0.04470607,0.013278743,-0.025975426,0.009880515,-0.01811384,0.171992705,-0.030892185,0.051980598,0.023244272,-0.107003081,0.010178331,-0.02955102,-0.143236816,0.198692153,-0.048120661,-0.116165891,-0.005610885,-0.063430671,-0.053044655
57,-0.039138158,-0.053044655,-0.036701439,-0.017472971,0.013278743,-0.047651552,0.009880515,0.059179658,0.104018715,-0.085847399,0.044848775,-0.057219297,-0.047826444,-0.022648783,-0.096181765,0.110072522,-0.052165279,-0.052330631,-0.011518924,-0.025702468,0.050085739
58,-0.046509693,0.050085739,-0.003161805,0.026786707,-0.017472971,0.036315233,-0.047651552,0.161726346,0.006363853,-0.090112913,0.109629749,-0.18509658,-0.066424022,-0.071005917,-0.049868575,0.089491687,0.036441586,-0.062166551,-0.035929929,-0.047651552,-0.030618494
59,-0.094609401,-0.030618494,0.047815399,-0.021757956,0.026786707,-0.042979943,0.036315233,0.101600557,-0.015228813,-0.038227755,0.16430764,-0.13260398,-0.108092194,-0.069213905,-0.009308098,-0.021405799,0.108176312,-0.080801052,0.025533265,0.059626608,0.01621394
60,-0.157161235,0.01621394,-0.042606327,0.066615027,-0.021757956,0.021439879,-0.042979943,0.041882556,0.098411193,-0.054060117,0.109967632,-0.117282262,-0.116438356,0.016380016,-0.058814461,-0.095201562,0.206090175,-0.023091462,-0.05314348,0.071435629,-0.020444813
61,-0.096095701,-0.020444813,0.022290728,-0.020852786,0.066615027,-0.012870186,0.021439879,-0.040460081,0.171992705,-0.030892185,0.051980598,-0.089891831,-0.107003081,0.010178331,-0.02955102,-0.143236816,0.198692153,-0.048120661,-0.116165891,0.230125955,-0.02171767
62,-0.567228979,-0.02171767,0.074460682,0.008582327,-0.020852786,0.059626608,-0.012870186,-0.008716776,0.059179658,0.104018715,-0.085847399,-0.095569389,-0.057219297,-0.047826444,-0.022648783,-0.096181765,0.110072522,-0.052165279,-0.052330631,0.163707422,-0.062563068
63,-0.602058275,-0.062563068,0.063615429,0,0.008582327,0.047864459,0.059626608,-0.115057495,0.161726346,0.006363853,-0.090112913,0.04805915,-0.18509658,-0.066424022,-0.071005917,-0.049868575,0.089491687,0.036441586,-0.062166551,0.133656439,-0.036521605
64,-0.648285336,-0.036521605,-0.053044655,0.004202122,0,0.098764294,0.047864459,-0.12044641,0.101600557,-0.015228813,-0.038227755,0.00880722,-0.13260398,-0.108092194,-0.069213905,-0.009308098,-0.021405799,0.108176312,-0.080801052,0.120305353,0.07022584
65,-0.621613538,0.07022584,0.050085739,0,0.004202122,-0.033711009,0.098764294,-0.073698025,0.041882556,0.098411193,-0.054060117,-0.066329166,-0.117282262,-0.116438356,0.016380016,-0.058814461,-0.095201562,0.206090175,-0.023091462,0.022224271,-0.013421818
66,-0.622453599,-0.013421818,-0.030618494,0.100847369,0,-0.03836132,-0.033711009,-0.067056833,-0.040460081,0.171992705,-0.030892185,-0.061782787,-0.089891831,-0.107003081,0.010178331,-0.02955102,-0.143236816,0.198692153,-0.048120661,-0.021345643,-0.002418562
67,-0.642136439,-0.002418562,0.01621394,0.042003231,0.100847369,0.047147373,-0.03836132,-0.048652155,-0.008716776,0.059179658,0.104018715,-0.08937247,-0.095569389,-0.057219297,-0.047826444,-0.022648783,-0.096181765,0.110072522,-0.052165279,-0.046496815,0.073035836
68,-0.630570386,0.073035836,-0.020444813,-0.040310078,0.042003231,-0.043874529,0.047147373,0.088958942,-0.115057495,0.161726346,0.006363853,-0.041601826,0.04805915,-0.18509658,-0.066424022,-0.071005917,-0.049868575,0.089491687,0.036441586,0.013307241,-0.010873403
69,-0.64277155,-0.010873403,-0.02171767,0.011403592,-0.040310078,0.05193204,-0.043874529,0.11794749,-0.12044641,0.101600557,-0.015228813,-0.025975426,0.00880722,-0.13260398,-0.108092194,-0.069213905,-0.009308098,-0.021405799,0.108176312,-0.015008194,0.028410308
70,-0.660181617,0.028410308,-0.062563068,0.037771305,0.011403592,-0.058544394,0.05193204,0.074267392,-0.073698025,0.041882556,0.098411193,0.066615027,-0.066329166,-0.117282262,-0.116438356,0.016380016,-0.058814461,-0.095201562,0.206090175,-0.002405653,-0.043659332
71,-0.655174264,-0.043659332,-0.036521605,-0.03639656,0.037771305,0.021952997,-0.058544394,0.041342302,-0.067056833,-0.040460081,0.171992705,0.030686906,-0.061782787,-0.089891831,-0.107003081,0.010178331,-0.02955102,-0.143236816,0.198692153,-0.048224801,-0.048555668
72,-0.611965625,-0.048555668,0.07022584,0.086817627,-0.03639656,0.017886324,0.021952997,-0.006818698,-0.048652155,-0.008716776,0.059179658,0.05801934,-0.08937247,-0.095569389,-0.057219297,-0.047826444,-0.022648783,-0.096181765,0.110072522,0.062184976,0.117171409
73,-0.610751113,0.117171409,-0.013421818,-0.045128382,0.086817627,-0.031641321,0.017886324,0.034032338,0.088958942,-0.115057495,0.161726346,0.030417839,-0.041601826,0.04805915,-0.18509658,-0.066424022,-0.071005917,-0.049868575,0.089491687,0.090679502,0.128576306
74,-0.668197445,0.128576306,-0.002418562,-0.003621548,-0.045128382,0.003617182,-0.031641321,0.179812977,0.11794749,-0.12044641,0.101600557,0.057762532,-0.025975426,0.00880722,-0.13260398,-0.108092194,-0.069213905,-0.009308098,-0.021405799,0.068011325,-0.026439981
75,-0.664226186,-0.026439981,0.073035836,-0.018264425,-0.003621548,0.050668269,0.003617182,0.116887624,0.074267392,-0.073698025,0.041882556,-0.008299616,0.066615027,-0.066329166,-0.117282262,-0.116438356,0.016380016,-0.058814461,-0.095201562,0.140437076,-0.031570443
76,-0.689795814,-0.031570443,-0.010873403,0.111532766,-0.018264425,0.049368247,0.050668269,0.131005952,0.041342302,-0.067056833,-0.040460081,0.114960797,0.030686906,-0.061782787,-0.089891831,-0.107003081,0.010178331,-0.02955102,-0.143236816,0.090494068,-0.009048322
77,-0.656006369,-0.009048322,0.028410308,0.043467399,0.111532766,-0.003268953,0.049368247,0.177969334,-0.006818698,-0.048652155,-0.008716776,0.151906713,0.05801934,-0.08937247,-0.095569389,-0.057219297,-0.047826444,-0.022648783,-0.096181765,0.059716426,0.028687994
78,-0.609583731,0.028687994,-0.043659332,-0.012848137,0.043467399,0.03402662,-0.003268953,0.084670536,0.034032338,0.088958942,-0.115057495,0.105473264,0.030417839,-0.041601826,0.04805915,-0.18509658,-0.066424022,-0.071005917,-0.049868575,0.020785094,-0.001196097
79,-0.647207679,-0.001196097,-0.048555668,0.064995958,-0.012848137,-0.040334091,0.03402662,-0.040053243,0.179812977,0.11794749,-0.12044641,0.113400983,0.057762532,-0.025975426,0.00880722,-0.13260398,-0.108092194,-0.069213905,-0.009308098,0.005466124,0.061137023
80,-0.6403461,0.061137023,0.117171409,0,0.064995958,0.021014652,-0.040334091,0.046299173,0.116887624,0.074267392,-0.073698025,0.155455592,-0.008299616,0.066615027,-0.066329166,-0.117282262,-0.116438356,0.016380016,-0.058814461,-0.105090659,-0.027084818
81,-0.62197914,-0.027084818,0.128576306,-0.027478366,0,0.010817081,0.021014652,0.051145479,0.131005952,0.041342302,-0.067056833,0.011403592,0.114960797,0.030686906,-0.061782787,-0.089891831,-0.107003081,0.010178331,-0.02955102,-0.024347251,0.017277167
82,-0.653054101,0.017277167,-0.026439981,-0.01881049,-0.027478366,-0.018226943,0.010817081,0.079070069,0.177969334,-0.006818698,-0.048652155,0.054901961,0.151906713,0.05801934,-0.08937247,-0.095569389,-0.057219297,-0.047826444,-0.022648783,-0.071511424,0.025445598
83,-0.250015108,0.025445598,-0.031570443,0.108662795,-0.01881049,-0.079670554,-0.018226943,0.07566887,0.084670536,0.034032338,0.088958942,0.049605626,0.105473264,0.030417839,-0.041601826,0.04805915,-0.18509658,-0.066424022,-0.071005917,-0.165056576,-0.061274653
84,-0.193287557,-0.061274653,-0.009048322,0.002870058,0.108662795,0.046251994,-0.079670554,0.010966847,-0.040053243,0.179812977,0.11794749,0.034012966,0.113400983,0.057762532,-0.025975426,0.00880722,-0.13260398,-0.108092194,-0.069213905,-0.125526652,0.031608479
85,-0.081182871,0.031608479,0.028687994,-0.005795235,0.002870058,-0.028342367,0.046251994,-0.017165598,0.046299173,0.116887624,0.074267392,-0.021819828,0.155455592,-0.008299616,0.066615027,-0.066329166,-0.117282262,-0.116438356,0.016380016,-0.049825743,-0.030639995
86,-0.055592149,-0.030639995,-0.001196097,-0.023100173,-0.005795235,-0.091022661,-0.028342367,-0.020757021,0.051145479,0.131005952,0.041342302,0.128347271,0.011403592,0.114960797,0.030686906,-0.061782787,-0.089891831,-0.107003081,0.010178331,-0.056684734,-0.015648379
87,0.008463817,-0.015648379,0.061137023,-0.023646409,-0.023100173,0.028254547,-0.091022661,-0.052451539,0.079070069,0.177969334,-0.006818698,0.083340538,0.054901961,0.151906713,0.05801934,-0.08937247,-0.095569389,-0.057219297,-0.047826444,-0.098024404,-0.024004053
88,-0.033805583,-0.024004053,-0.027084818,-0.021201147,-0.023646409,0,0.028254547,-0.098144788,0.07566887,0.084670536,0.034032338,0.119963785,0.049605626,0.105473264,0.030417839,-0.041601826,0.04805915,-0.18509658,-0.066424022,0.043660306,-0.040882544
89,-0.020104457,-0.040882544,0.017277167,0.04640407,-0.021201147,0.03869945,0,-0.078553616,0.010966847,-0.040053243,0.179812977,0.197092231,0.034012966,0.113400983,0.057762532,-0.025975426,0.00880722,-0.13260398,-0.108092194,-0.014982438,-0.006495264
90,-0.038986209,-0.006495264,0.025445598,-0.017753223,0.04640407,-0.070924108,0.03869945,-0.112588385,-0.017165598,0.046299173,0.116887624,0.219363199,-0.021819828,0.155455592,-0.008299616,0.066615027,-0.066329166,-0.117282262,-0.116438356,-0.056199683,0.019204576
91,0.028705099,0.019204576,-0.061274653,0,-0.017753223,0.051761902,-0.070924108,-0.066957606,-0.020757021,0.051145479,0.131005952,0.066866517,0.128347271,0.011403592,0.114960797,0.030686906,-0.061782787,-0.089891831,-0.107003081,-0.076939191,-0.004677268
92,-0.046840959,-0.004677268,0.031608479,-0.078296085,0,-0.029522555,0.051761902,-0.056558363,-0.052451539,0.079070069,0.177969334,0.003192084,0.083340538,0.054901961,0.151906713,0.05801934,-0.08937247,-0.095569389,-0.057219297,-0.019390582,0.039675081
93,-0.121808436,0.039675081,-0.030639995,0.029373474,-0.078296085,-0.041844173,-0.029522555,0.004996755,-0.098144788,0.07566887,0.084670536,0.126677445,0.119963785,0.049605626,0.105473264,0.030417839,-0.041601826,0.04805915,-0.18509658,-0.056595106,-0.022857881
94,-0.058121019,-0.022857881,-0.015648379,-0.028535294,0.029373474,0.015874584,-0.041844173,0.023883627,-0.078553616,0.010966847,-0.040053243,0.060953393,0.197092231,0.034012966,0.113400983,0.057762532,-0.025975426,0.00880722,-0.13260398,-0.051973871,-0.000792969
95,-0.012448774,-0.000792969,-0.024004053,0.019609439,-0.028535294,-0.013000486,0.015874584,0.029760283,-0.112588385,-0.017165598,0.046299173,0.054804919,0.219363199,-0.021819828,0.155455592,-0.008299616,0.066615027,-0.066329166,-0.117282262,0.005302506,0.001256531
96,-0.055903503,0.001256531,-0.040882544,0.028808555,0.019609439,0.011857837,-0.013000486,0.011626353,-0.066957606,-0.020757021,0.051145479,0.059553544,0.066866517,0.128347271,0.011403592,0.114960797,0.030686906,-0.061782787,-0.089891831,-0.009110066,-0.002575958
97,-0.023091462,-0.002575958,-0.006495264,-0.052901024,0.028808555,-0.024768706,0.011857837,0.013762084,-0.056558363,-0.052451539,0.079070069,0.054331398,0.003192084,0.083340538,0.054901961,0.151906713,0.05801934,-0.08937247,-0.095569389,0.006602286,-0.011456195
98,-0.028888357,-0.011456195,0.019204576,-0.036199836,-0.052901024,0.016044205,-0.024768706,-0.036094789,0.004996755,-0.098144788,0.07566887,-0.069168401,0.126677445,0.119963785,0.049605626,0.105473264,0.030417839,-0.041601826,0.04805915,-0.018243792,-0.001272776
